word,kata_keterangan,preposisi,kata_kerja,interjeksi,kata_ganti,konjungsi,kata_sifat,kata_benda,kata_bilangan
melihati,0,0,1,0,0,0,0,0,0
melihatkan,0,0,0,0,0,0,0,0,0
pelihat,0,0,0,0,0,0,0,1,0
penglihat,0,0,0,0,0,0,0,1,0
kelihatan,0,0,1,0,0,0,0,0,0
lik,0,0,0,0,0,0,0,0,0
berlik,0,0,1,0,0,0,0,0,0
likantropi,0,0,0,0,0,0,0,0,0
likas,0,0,0,0,0,0,0,1,0
melikas,0,0,1,0,0,0,0,0,0
likat,0,0,0,0,0,0,1,0,0
likir,0,0,0,0,0,0,0,1,0
linting,0,0,0,0,0,0,0,1,0
liku,0,0,0,0,0,0,0,0,0
berliku-liku,0,0,1,0,0,0,0,0,0
likuid,0,0,0,0,0,0,1,0,0
likuida,0,0,0,0,0,0,0,0,0
likuidasi,0,0,0,0,0,0,0,0,0
melikuidasi,0,0,1,0,0,0,0,0,0
melikuidasikan,0,0,1,0,0,0,0,0,0
likuiditas,0,0,0,0,0,0,0,0,0
likur,0,0,0,0,0,0,0,0,0
berlikur-likur,0,0,0,0,0,0,0,0,1
likuran,0,0,0,0,0,0,0,0,1
melikut,0,0,1,0,0,0,0,0,0
lil,0,0,0,0,0,0,0,0,0
lila,0,0,0,0,0,0,0,0,0
lilan,0,0,0,0,0,0,0,1,0
lili,0,0,0,0,0,0,0,1,0
lilin,0,0,0,0,0,0,0,1,0
liliput,0,0,0,0,0,0,0,1,0
lilit,0,0,0,0,0,0,0,1,0
pinggang,0,0,0,0,0,0,0,0,0
meliliti,0,0,1,0,0,0,0,0,0
melilitkan,0,0,1,0,0,0,0,0,0
lilitan,0,0,0,0,0,0,0,1,0
selilit,0,0,0,0,0,0,0,1,0
lillahi,0,0,0,0,0,0,0,0,0
lima,0,0,0,0,0,0,0,0,1
seperlima,0,0,0,0,0,0,0,0,1
liman,0,0,0,0,0,0,0,0,0
limar,0,0,0,0,0,0,0,0,0
mahakarya,0,0,0,0,0,0,0,1,0
limas,0,0,0,0,0,0,0,1,0
limau,0,0,0,0,0,0,0,1,0
pelimau,0,0,0,0,0,0,0,0,0
limbah,0,0,0,0,0,0,0,1,0
limbak,0,0,0,0,0,0,0,0,0
berlimbak-limbak,0,0,1,0,0,0,0,0,0
limban,0,0,0,0,0,0,0,1,0
limbang,0,0,0,0,0,0,0,0,0
melimbang,0,0,1,0,0,0,0,0,0
pelimbang,0,0,0,0,0,0,0,1,0
limbat,0,0,0,0,0,0,0,1,0
limbing,0,0,0,0,0,0,0,1,0
limbubu,0,0,0,0,0,0,0,1,0
limbung,0,0,0,0,0,0,0,1,0
dilimbur,0,0,1,0,0,0,0,0,0
limfa,0,0,0,0,0,0,0,0,0
limfangioma,0,0,0,0,0,0,0,0,0
limfografi,0,0,0,0,0,0,0,1,0
limfoma,0,0,0,0,0,0,0,1,0
limfonodus,0,0,0,0,0,0,0,0,0
limfosit,0,0,0,0,0,0,0,0,0
limfositosis,0,0,0,0,0,0,0,0,0
limit,0,0,0,0,0,0,0,1,0
limitasi,0,0,0,0,0,0,0,1,0
limitatif,0,0,0,0,0,0,1,0,0
limnologi,0,0,0,0,0,0,0,1,0
limnoplankton,0,0,0,0,0,0,0,0,0
limpa,0,0,0,0,0,0,0,1,0
limpah,0,0,1,0,0,0,0,0,0
melimpah,0,0,0,0,0,0,1,0,0
melimpahi,0,0,1,0,0,0,0,0,0
melimpahkan,0,0,1,0,0,0,0,0,0
pelimpahan,0,0,0,0,0,0,0,1,0
berlimpap-limpap,0,0,1,0,0,0,0,0,0
limpapas,0,0,0,0,0,0,0,1,0
limpasan,0,0,0,0,0,0,0,1,0
limpit,0,0,0,0,0,0,0,0,0
berlimpit-limpit,0,0,0,0,0,0,1,0,0
memperlimpitkan,0,0,1,0,0,0,0,0,0
limpoh,0,0,0,0,0,0,0,0,0
limpung,0,0,0,0,0,0,0,0,0
limun,0,0,0,0,0,0,0,0,0
limunan,0,0,0,0,0,0,1,0,0
limusin,0,0,0,0,0,0,0,1,0
lin,0,0,0,0,0,0,0,1,0
lintuh,0,0,0,0,0,0,0,0,0
pelintuh,0,0,0,0,0,0,0,1,0
linau,0,0,0,0,0,0,0,1,0
lincah,0,0,0,0,0,0,1,0,0
terlincah-lincah,0,0,1,0,0,0,0,0,0
kelincahan,0,0,0,0,0,0,0,1,0
lincak,0,0,0,0,0,0,0,0,0
lincir,0,0,0,0,0,0,1,0,0
terlincir,0,0,1,0,0,0,0,0,0
lincun,0,0,0,0,0,0,1,0,0
lindang,0,0,0,0,0,0,0,0,0
melindangkan,0,0,1,0,0,0,0,0,0
lindap,0,0,0,0,0,0,0,0,0
lindas,0,0,0,0,0,0,0,0,0
melindas,0,0,1,0,0,0,0,0,0
pelindas,0,0,0,0,0,0,0,1,0
lindi,0,0,0,0,0,0,0,1,0
lindis,0,0,0,0,0,0,0,0,0
melindis,0,0,1,0,0,0,0,0,0
lindu,0,0,0,0,0,0,0,0,0
perlindungan,0,0,0,0,0,0,0,1,0
pelindung,0,0,0,0,0,0,0,1,0
pelindungan,0,0,0,0,0,0,0,1,0
kelindungan,0,0,0,0,0,0,0,0,0
lindung,0,0,0,0,0,0,0,1,0
linen,0,0,0,0,0,0,0,1,0
ling,0,0,0,0,0,0,0,0,0
lingar,0,0,0,0,0,0,1,0,0
melingar,0,0,1,0,0,0,0,0,0
lingat,0,0,0,0,0,0,1,0,0
lintup,0,0,0,0,0,0,1,0,0
melintup,0,0,1,0,0,0,0,0,0
lingga,0,0,0,0,0,0,0,1,0
linggata,0,0,0,0,0,0,0,1,0
linggayuran,0,0,0,0,0,0,0,0,0
linggi,0,0,0,0,0,0,0,1,0
linggis,0,0,0,0,0,0,0,1,0
melinggis,0,0,1,0,0,0,0,0,0
lingkap,0,0,0,0,0,0,0,0,0
lingkar,0,0,0,0,0,0,0,1,0
melingkari,0,0,1,0,0,0,0,0,0
terlingkar,0,0,1,0,0,0,0,0,0
sepusat,0,0,0,0,0,0,0,0,0
lingkawa,0,0,0,0,0,0,0,1,0
lingkung,0,0,0,0,0,0,0,0,0
melingkung,0,0,1,0,0,0,0,0,0
melingkungi,0,0,1,0,0,0,0,0,0
lingkungan,0,0,0,0,0,0,0,1,0
selingkung,0,0,0,0,0,0,0,1,0
lingkup,0,0,0,0,0,0,0,0,0
melingkup,0,0,1,0,0,0,0,0,0
melingkupi,0,0,1,0,0,0,0,0,0
terlingkup,0,0,1,0,0,0,0,0,0
linglung,0,0,0,0,0,0,1,0,0
melinglungkan,0,0,1,0,0,0,0,0,0
kelinglungan,0,0,0,0,0,0,0,1,0
lingsa,0,0,0,0,0,0,0,1,0
lingsir,0,0,1,0,0,0,0,0,0
melingsirkan,0,0,1,0,0,0,0,0,0
lingsu,0,0,0,0,0,0,0,0,0
linguafon,0,0,0,0,0,0,0,1,0
linguis,0,0,0,0,0,0,0,1,0
melinting,0,0,1,0,0,0,0,0,0
lintingan,0,0,0,0,0,0,0,1,0
pelintingan,0,0,0,0,0,0,0,1,0
linu,0,0,0,0,0,0,1,0,0
linguistik,0,0,0,0,0,0,0,1,0
historis-komparatif,0,0,0,0,0,0,0,0,0
komputasi,0,0,0,0,0,0,0,0,0
terapan,0,0,0,0,0,0,0,0,0
lini,0,0,0,0,0,0,0,1,0
lining,0,0,0,0,0,0,0,0,0
linjak,0,0,0,0,0,0,0,0,0
melinjak,0,0,1,0,0,0,0,0,0
linsang,0,0,0,0,0,0,0,1,0
lintah,0,0,0,0,0,0,0,1,0
melintang,0,0,1,0,0,0,0,0,0
melintangi,0,0,1,0,0,0,0,0,0
terlintang,0,0,1,0,0,0,0,0,0
lintap,0,0,0,0,0,0,1,0,0
lintar,0,0,0,0,0,0,0,0,0
lintas,0,0,0,0,0,0,0,1,0
perlintasan,0,0,0,0,0,0,0,1,0
pelintasan,0,0,0,0,0,0,0,1,0
kelintasan,0,0,1,0,0,0,0,0,0
selintas,0,0,0,0,0,0,0,1,0
lintibang,0,0,0,0,0,0,0,0,0
linyak,0,0,0,0,0,0,0,0,0
berlinyak,0,0,1,0,0,0,0,0,0
melinyak,0,0,1,0,0,0,0,0,0
lio,0,0,0,0,0,0,0,1,0
liofilisasi,0,0,0,0,0,0,0,0,0
liong,0,0,0,0,0,0,0,1,0
liontin,0,0,0,0,0,0,0,1,0
lipai,0,0,0,0,0,0,0,1,0
lipan,0,0,0,0,0,0,0,1,0
lipas,0,0,0,0,0,0,0,1,0
lipase,0,0,0,0,0,0,0,0,0
melipatgandakan,0,0,1,0,0,0,0,0,0
lipat,0,0,1,0,0,0,0,0,0
berlipat-lipat,0,0,1,0,0,0,0,0,0
melipatkan,0,0,1,0,0,0,0,0,0
peliputan,0,0,0,0,0,0,0,1,0
perlipatan,0,0,0,0,0,0,0,1,0
pelipat,0,0,0,0,0,0,0,1,0
kelipatan,0,0,0,0,0,0,0,1,0
lipid,0,0,0,0,0,0,0,0,0
lipiodol,0,0,0,0,0,0,0,1,0
lipit,0,0,0,0,0,0,0,1,0
melipit,0,0,1,0,0,0,0,0,0
pelipit,0,0,0,0,0,0,0,1,0
liplap,0,0,0,0,0,0,1,0,0
lipoksidase,0,0,0,0,0,0,0,0,0
lipolisis,0,0,0,0,0,0,0,1,0
lipstik,0,0,0,0,0,0,0,1,0
lipu,0,0,0,0,0,0,1,0,0
lipur,0,0,1,0,0,0,0,0,0
pelipur,0,0,0,0,0,0,0,1,0
lisong,0,0,0,0,0,0,0,1,0
liput,0,0,0,0,0,0,0,0,0
meliput,0,0,1,0,0,0,0,0,0
meliputi,0,0,1,0,0,0,0,0,0
liputan,0,0,0,0,0,0,0,1,0
lir,0,0,0,0,0,0,0,0,0
lira,0,0,0,0,0,0,0,1,0
lirida,0,0,0,0,0,0,0,1,0
lirih,0,0,0,0,0,0,0,0,0
lirik,0,0,0,0,0,0,0,0,0
melirik,0,0,1,0,0,0,0,0,0
lirikan,0,0,0,0,0,0,0,1,0
selirik,0,0,0,0,0,0,0,1,0
lis,0,0,0,0,0,0,0,1,0
lisah,0,0,0,0,0,0,0,1,0
melisankan,0,0,1,0,0,0,0,0,0
lisis,0,0,0,0,0,0,0,1,0
lisol,0,0,0,0,0,0,0,0,0
lister,0,0,0,0,0,0,0,1,0
listeria,0,0,0,0,0,0,0,1,0
perlistrikan,0,0,0,0,0,0,0,1,0
kelistrikan,0,0,0,0,0,0,0,1,0
lisu,0,0,0,0,0,0,0,1,0
lisus,0,0,0,0,0,0,0,1,0
lisut,0,0,0,0,0,0,1,0,0
litah,0,0,0,0,0,0,0,0,0
litak,0,0,0,0,0,0,0,0,0
litani,0,0,0,0,0,0,0,1,0
liter,0,0,0,0,0,0,0,1,0
literan,0,0,0,0,0,0,0,1,0
literator,0,0,0,0,0,0,0,1,0
litium,0,0,0,0,0,0,0,0,0
litografi,0,0,0,0,0,0,0,0,0
litologi,0,0,0,0,0,0,0,1,0
litoral,0,0,0,0,0,0,0,1,0
litotomi,0,0,0,0,0,0,0,1,0
litsus,0,0,0,0,0,0,0,0,0
melitsus,0,0,1,0,0,0,0,0,0
liturgi,0,0,0,0,0,0,0,0,0
liturgis,0,0,0,0,0,0,1,0,0
liuk,0,0,0,0,0,0,0,1,0
meliuk-liuk,0,0,1,0,0,0,0,0,0
meliukkan,0,0,1,0,0,0,0,0,0
terliuk,0,0,1,0,0,0,0,0,0
terliuk-liuk,0,0,1,0,0,0,0,0,0
sepeliuk,0,0,0,0,0,0,0,1,0
liuk-liuk,0,0,0,0,0,0,0,1,0
liung-liung,0,0,0,0,0,0,0,1,0
loncos,0,0,0,0,0,0,1,0,0
liur,0,0,0,0,0,0,0,1,0
berliur,0,0,1,0,0,0,0,0,0
meliuri,0,0,1,0,0,0,0,0,0
liut,0,0,0,0,0,0,1,0,0
liwa,0,0,0,0,0,0,0,0,0
liwan,0,0,0,0,0,0,0,1,0
liwat,0,0,0,0,0,0,0,1,0
lo,0,0,0,0,0,0,0,0,0
loak,0,0,0,0,0,0,0,1,0
meloak,0,0,1,0,0,0,0,0,0
meloakkan,0,0,1,0,0,0,0,0,0
loakan,0,0,0,0,0,0,0,1,0
lob,0,0,0,0,0,0,0,1,0
loba,0,0,0,0,0,0,1,0,0
kelobaan,0,0,0,0,0,0,0,1,0
lobak,0,0,0,0,0,0,0,1,0
loban,0,0,0,0,0,0,0,1,0
loberci,0,0,0,0,0,0,0,1,0
lobi,0,0,0,0,0,0,0,1,0
pelobi,0,0,0,0,0,0,0,1,0
pelobian,0,0,0,0,0,0,0,1,0
lobi-lobi,0,0,0,0,0,0,0,1,0
lobster,0,0,0,0,0,0,0,1,0
pelocok,0,0,0,0,0,0,0,1,0
lodan,0,0,0,0,0,0,0,0,0
lodoh,0,0,0,0,0,0,1,0,0
lodong,0,0,0,0,0,0,0,0,0
log,0,0,0,0,0,0,0,1,0
logaritma,0,0,0,0,0,0,0,0,0
logat,0,0,0,0,0,0,0,1,0
logawiah,0,0,0,0,0,0,0,0,0
logika,0,0,0,0,0,0,0,1,0
logis,0,0,0,0,0,0,1,0,0
logistik,0,0,0,0,0,0,0,1,0
logo,0,0,0,0,0,0,0,1,0
logogram,0,0,0,0,0,0,0,0,0
logotip,0,0,0,0,0,0,0,0,0
loh,0,0,0,0,0,0,0,1,0
mahfuz,0,0,0,0,0,0,0,0,0
lohok,0,0,0,0,0,0,0,0,0
loji,0,0,0,0,0,0,0,1,0
lok,0,0,0,0,0,0,0,1,0
loka,0,0,0,0,0,0,0,0,0
lokacipta,0,0,0,0,0,0,0,1,0
lokakarya,0,0,0,0,0,0,0,1,0
berlokakarya,0,0,1,0,0,0,0,0,0
melokalkan,0,0,1,0,0,0,0,0,0
lokalis,0,0,0,0,0,0,0,1,0
lokalisasi,0,0,0,0,0,0,0,1,0
melokalisasi,0,0,1,0,0,0,0,0,0
terlokalisasi,0,0,1,0,0,0,0,0,0
lokan,0,0,0,0,0,0,0,1,0
lokananta,0,0,0,0,0,0,0,0,0
lokap,0,0,0,0,0,0,0,0,0
melokap,0,0,1,0,0,0,0,0,0
londang,0,0,0,0,0,0,0,1,0
mamlakat,0,0,0,0,0,0,0,0,0
lokasi,0,0,0,0,0,0,0,1,0
lokastiti,0,0,0,0,0,0,0,0,0
lokatikranta,0,0,0,0,0,0,0,0,0
lokatraya,0,0,0,0,0,0,0,0,0
lokawarta,0,0,0,0,0,0,0,1,0
lokawidura,0,0,0,0,0,0,0,0,0
lokawigna,0,0,0,0,0,0,0,0,0
lokawiruda,0,0,0,0,0,0,0,0,0
lokawisata,0,0,0,0,0,0,0,1,0
lokcuan,0,0,0,0,0,0,0,0,0
loki,0,0,0,0,0,0,0,0,0
lokia,0,0,0,0,0,0,0,0,0
lokika,0,0,0,0,0,0,0,1,0
lokio,0,0,0,0,0,0,0,1,0
loklok,0,0,0,0,0,0,0,0,0
lokomobil,0,0,0,0,0,0,0,1,0
lokomotif,0,0,0,0,0,0,0,1,0
lokos,0,0,0,0,0,0,1,0,0
loksun,0,0,0,0,0,0,0,0,0
lokus,0,0,0,0,0,0,0,1,0
lokusi,0,0,0,0,0,0,0,0,0
lolak,0,0,0,0,0,0,0,1,0
loloh,0,0,1,0,0,0,0,0,0
meloloh,0,0,1,0,0,0,0,0,0
lolohan,0,0,0,0,0,0,0,1,0
lolong,0,0,0,0,0,0,0,1,0
melolong,0,0,1,0,0,0,0,0,0
melolong-lolong,0,0,1,0,0,0,0,0,0
terlolong,0,0,1,0,0,0,0,0,0
terlolong-lolong,0,0,1,0,0,0,0,0,0
lolos,0,0,1,0,0,0,0,0,0
londong,0,0,0,0,0,0,0,0,0
melondong,0,0,1,0,0,0,0,0,0
melondongkan,0,0,1,0,0,0,0,0,0
mahajana,0,0,0,0,0,0,0,0,0
lomba,0,0,0,0,0,0,0,1,0
perlombaan,0,0,0,0,0,0,0,1,0
memperlombakan,0,0,1,0,0,0,0,0,0
lombar,0,0,0,0,0,0,0,0,0
melombar,0,0,1,0,0,0,0,0,0
lombok,0,0,0,0,0,0,0,1,0
lombong,0,0,0,0,0,0,0,1,0
melombong,0,0,1,0,0,0,0,0,0
pelombongan,0,0,0,0,0,0,0,1,0
lomot,0,0,0,0,0,0,0,0,0
melomot,0,0,1,0,0,0,0,0,0
lompat,0,0,1,0,0,0,0,0,0
melompat,0,0,1,0,0,0,0,0,0
melompat-lompat,0,0,1,0,0,0,0,0,0
melompati,0,0,1,0,0,0,0,0,0
melompatkan,0,0,1,0,0,0,0,0,0
terlompat,0,0,1,0,0,0,0,0,0
lompatan,0,0,0,0,0,0,0,1,0
sepelompat,0,0,0,0,0,0,0,1,0
sepelompatan,0,0,0,0,0,0,0,1,0
lompayang,0,0,0,0,0,0,0,0,0
lompok,0,0,0,0,0,0,0,0,0
berlompok-lompok,0,0,1,0,0,0,0,0,0
lompong,0,0,0,0,0,0,1,0,0
lonan,0,0,0,0,0,0,0,1,0
berloncat-loncatan,0,0,1,0,0,0,0,0,0
meloncat,0,0,1,0,0,0,0,0,0
meloncat-loncat,0,0,1,0,0,0,0,0,0
meloncati,0,0,1,0,0,0,0,0,0
loncatan,0,0,0,0,0,0,0,1,0
long,0,0,0,0,0,0,0,1,0
longgar,0,0,0,0,0,0,1,0,0
melonggarkan,0,0,1,0,0,0,0,0,0
longgok,0,0,0,0,0,0,0,1,0
berlonggok,0,0,1,0,0,0,0,0,0
berlonggoklonggok,0,0,1,0,0,0,0,0,0
melonggokkan,0,0,1,0,0,0,0,0,0
terlonggok,0,0,1,0,0,0,0,0,0
longgokan,0,0,0,0,0,0,0,1,0
longgor,0,0,0,0,0,0,1,0,0
longitudinal,0,0,0,0,0,0,0,1,0
longmars,0,0,0,0,0,0,0,1,0
longok,0,0,0,0,0,0,0,0,0
melongok,0,0,1,0,0,0,0,0,0
longsor,0,0,1,0,0,0,0,0,0
longtorso,0,0,0,0,0,0,0,1,0
lonjak,0,0,0,0,0,0,0,1,0
melonjak,0,0,1,0,0,0,0,0,0
terlonjak,0,0,1,0,0,0,0,0,0
lonjong,0,0,0,0,0,0,1,0,0
lonjor,0,0,0,0,0,0,0,0,0
lonjoran,0,0,0,0,0,0,1,0,0
lontai,0,0,0,0,0,0,0,0,0
melontai,0,0,1,0,0,0,0,0,0
lontang-lanting,0,0,1,0,0,0,0,0,0
lontang-lantung,0,0,1,0,0,0,0,0,0
lorong,0,0,0,0,0,0,0,0,0
mahakuasa,0,0,0,0,0,0,1,0,0
lontar,0,0,0,0,0,0,0,0,0
melontar,0,0,1,0,0,0,0,0,0
berlontaran,0,0,1,0,0,0,0,0,0
melontari,0,0,1,0,0,0,0,0,0
melontarkan,0,0,1,0,0,0,0,0,0
pelontar,0,0,0,0,0,0,0,1,0
sepelontar,0,0,0,0,0,0,0,1,0
lontara,0,0,0,0,0,0,0,1,0
lontok,0,0,0,0,0,0,1,0,0
lontong,0,0,0,0,0,0,0,1,0
lonyok,0,0,0,0,0,0,1,0,0
lop,0,0,0,0,0,0,0,1,0
lopak,0,0,0,0,0,0,0,1,0
berlopak,0,0,1,0,0,0,0,0,0
berlopak-lopak,0,0,1,0,0,0,0,0,0
loper,0,0,0,0,0,0,0,0,0
lopis,0,0,0,0,0,0,0,1,0
lopor,0,0,0,0,0,0,0,0,0
lor,0,0,0,0,0,0,0,0,0
lorah,0,0,0,0,0,0,0,1,0
loran,0,0,0,0,0,0,0,0,0
lorat,0,0,0,0,0,0,0,0,0
lori,0,0,0,0,0,0,0,1,0
samping,0,0,0,0,0,0,0,0,0
melorongkan,0,0,1,0,0,0,0,0,0
melorotkan,0,0,1,0,0,0,0,0,0
los,0,0,0,0,0,0,0,1,0
mengeloskan,0,0,1,0,0,0,0,0,0
lose,0,0,0,0,0,0,0,1,0
losion,0,0,0,0,0,0,0,0,0
loso,0,0,0,0,0,0,0,0,0
meloso,0,0,1,0,0,0,0,0,0
losong,0,0,0,0,0,0,1,0,0
lot,0,0,0,0,0,0,0,0,0
lota,0,0,0,0,0,0,1,0,0
lotak,0,0,0,0,0,0,1,0,0
lotis,0,0,0,0,0,0,0,0,0
lotong,0,0,0,0,0,0,0,1,0
melotrekan,0,0,1,0,0,0,0,0,0
lotus,0,0,0,0,0,0,0,1,0
lowong,0,0,0,0,0,0,1,0,0
melowongkan,0,0,1,0,0,0,0,0,0
lowongan,0,0,0,0,0,0,0,1,0
loya,0,0,0,0,0,0,1,0,0
meloya,0,0,0,0,0,0,1,0,0
loyak,0,0,0,0,0,0,1,0,0
loyal,0,0,0,0,0,0,1,0,0
loyalis,0,0,0,0,0,0,0,1,0
loyalitas,0,0,0,0,0,0,0,1,0
loyang,0,0,0,0,0,0,0,1,0
loyar,0,0,0,0,0,0,0,0,0
loyo,0,0,0,0,0,0,1,0,0
keloyoan,0,0,0,0,0,0,0,1,0
lu,0,0,0,0,0,0,0,0,0
luing,0,0,0,0,0,0,0,1,0
luah,0,0,0,0,0,0,0,1,0
meluahkan,0,0,1,0,0,0,0,0,0
luak,0,0,0,0,0,0,1,0,0
meluaki,0,0,1,0,0,0,0,0,0
luang,0,0,0,0,0,0,1,0,0
meluapkan,0,0,1,0,0,0,0,0,0
luapan,0,0,0,0,0,0,0,1,0
keluarbiasaan,0,0,0,0,0,0,0,1,0
meluarkan,0,0,1,0,0,0,0,0,0
luk,0,0,0,0,0,0,0,1,0
berluk,0,0,1,0,0,0,0,0,0
lulus,0,0,1,0,0,0,0,0,0
meluluskan,0,0,1,0,0,0,0,0,0
kelulusan,0,0,0,0,0,0,0,1,0
luas,0,0,0,0,0,0,1,0,0
meluaskan,0,0,1,0,0,0,0,0,0
memperluas,0,0,1,0,0,0,0,0,0
perluasan,0,0,0,0,0,0,0,1,0
keluasan,0,0,0,0,0,0,0,1,0
luat,0,0,0,0,0,0,1,0,0
meluat,0,0,0,0,0,0,1,0,0
luban,0,0,0,0,0,0,0,1,0
palkah,0,0,0,0,0,0,0,0,0
melubangi,0,0,1,0,0,0,0,0,0
pelubang,0,0,0,0,0,0,0,1,0
lucah,0,0,0,0,0,0,1,0,0
kelucahan,0,0,0,0,0,0,0,1,0
lucu,0,0,0,0,0,0,1,0,0
berlucu,0,0,0,0,0,0,0,0,0
melucu,0,0,1,0,0,0,0,0,0
kelucuan,0,0,0,0,0,0,0,1,0
lucup,0,0,1,0,0,0,0,0,0
melucup,0,0,1,0,0,0,0,0,0
lulup,0,0,0,0,0,0,0,0,0
lulur,0,0,0,0,0,0,0,1,0
melulur,0,0,1,0,0,0,0,0,0
lulut,0,0,0,0,0,0,0,1,0
berlulut,0,0,1,0,0,0,0,0,0
melulut,0,0,1,0,0,0,0,0,0
pelulut,0,0,0,0,0,0,0,1,0
melucuti,0,0,1,0,0,0,0,0,0
lucutan,0,0,0,0,0,0,0,1,0
perlucutan,0,0,0,0,0,0,0,1,0
lucut,0,0,0,0,0,0,1,0,0
melucut,0,0,0,0,0,0,1,0,0
melucutkan,0,0,1,0,0,0,0,0,0
ludah,0,0,0,0,0,0,0,1,0
meludahi,0,0,1,0,0,0,0,0,0
meludahkan,0,0,1,0,0,0,0,0,0
ludat,0,0,0,0,0,0,0,1,0
ludes,0,0,0,0,0,0,1,0,0
luding,0,0,0,0,0,0,0,1,0
ludruk,0,0,0,0,0,0,0,1,0
lugas,0,0,0,0,0,0,1,0,0
lugu,0,0,0,0,0,0,0,0,0
keluguan,0,0,0,0,0,0,0,1,0
lugut,0,0,0,0,0,0,0,0,0
luhmahful,0,0,0,0,0,0,0,0,0
luhung,0,0,0,0,0,0,0,0,0
luhur,0,0,0,0,0,0,1,0,0
meluhurkan,0,0,1,0,0,0,0,0,0
keluhuran,0,0,0,0,0,0,0,1,0
luih,0,0,0,0,0,0,0,0,0
terluka,0,0,1,0,0,0,0,0,0
perlukaan,0,0,0,0,0,0,0,1,0
pelukaan,0,0,0,0,0,0,0,1,0
lukah,0,0,0,0,0,0,0,1,0
melukah,0,0,1,0,0,0,0,0,0
lukat,0,0,0,0,0,0,0,0,0
melukat,0,0,1,0,0,0,0,0,0
lukis,0,0,0,0,0,0,0,0,0
melukis,0,0,1,0,0,0,0,0,0
melukiskan,0,0,1,0,0,0,0,0,0
terlukis,0,0,1,0,0,0,0,0,0
terlukiskan,0,0,0,0,0,0,0,0,0
lukisan,0,0,0,0,0,0,0,1,0
pelukis,0,0,0,0,0,0,0,1,0
pelukisan,0,0,0,0,0,0,0,1,0
luks,0,0,0,0,0,0,1,0,0
luku,0,0,0,0,0,0,0,0,0
meluku,0,0,1,0,0,0,0,0,0
lukut,0,0,0,0,0,0,0,1,0
lulai,0,0,0,0,0,0,0,1,0
luli,0,0,0,0,0,0,0,1,0
meluli,0,0,1,0,0,0,0,0,0
luluh,0,0,1,0,0,0,0,0,0
luluhan,0,0,0,0,0,0,0,1,0
meluluhlantakkan,0,0,1,0,0,0,0,0,0
luluk,0,0,0,0,0,0,0,0,0
berluluk,0,0,1,0,0,0,0,0,0
terluluk,0,0,0,0,0,0,1,0,0
meluluk,0,0,1,0,0,0,0,0,0
peluluk,0,0,0,0,0,0,0,1,0
lulum,0,0,0,0,0,0,0,0,0
melulum,0,0,1,0,0,0,0,0,0
melumangkan,0,0,1,0,0,0,0,0,0
lumar,0,0,0,0,0,0,0,0,0
berlumar,0,0,1,0,0,0,0,0,0
melumari,0,0,1,0,0,0,0,0,0
lumas,0,0,1,0,0,0,0,0,0
melumas,0,0,1,0,0,0,0,0,0
pelumas,0,0,0,0,0,0,0,1,0
lumat,0,0,0,0,0,0,1,0,0
melumatkan,0,0,1,0,0,0,0,0,0
pelumat,0,0,0,0,0,0,0,1,0
lumayan,0,0,0,0,0,0,1,0,0
lumbal,0,0,0,0,0,0,0,0,0
lumba-lumba,0,0,0,0,0,0,0,1,0
lumbu,0,0,0,0,0,0,0,1,0
lumbung,0,0,0,0,0,0,0,1,0
lumen,0,0,0,0,0,0,0,1,0
melumer,0,0,1,0,0,0,0,0,0
melumerkan,0,0,1,0,0,0,0,0,0
pelumer,0,0,0,0,0,0,0,1,0
pelumeran,0,0,0,0,0,0,0,1,0
lumi-lumi,0,0,0,0,0,0,0,1,0
luminositas,0,0,0,0,0,0,0,1,0
lumpang,0,0,0,0,0,0,0,1,0
lumpia,0,0,0,0,0,0,0,1,0
lumping,0,0,0,0,0,0,0,0,0
lumpuh,0,0,0,0,0,0,1,0,0
marek,0,0,0,0,0,0,0,0,0
melumpuhkan,0,0,1,0,0,0,0,0,0
kelumpuhan,0,0,0,0,0,0,0,1,0
lumpur,0,0,0,0,0,0,0,1,0
lumrah,0,0,0,0,0,0,1,0,0
kelumrahan,0,0,0,0,0,0,0,1,0
lumsum,0,0,0,0,0,0,0,1,0
lumuh,0,0,0,0,0,0,0,0,0
berlumuran,0,0,1,0,0,0,0,0,0
melumur,0,0,1,0,0,0,0,0,0
melumuri,0,0,1,0,0,0,0,0,0
melumurkan,0,0,1,0,0,0,0,0,0
lumuran,0,0,0,0,0,0,0,1,0
lumus,0,0,1,0,0,0,0,0,0
berlumus,0,0,1,0,0,0,0,0,0
lumut,0,0,0,0,0,0,0,1,0
berlumutan,0,0,1,0,0,0,0,0,0
melunak,0,0,1,0,0,0,0,0,0
melunaki,0,0,1,0,0,0,0,0,0
melunakkan,0,0,1,0,0,0,0,0,0
pelunak,0,0,0,0,0,0,0,0,0
pelunakan,0,0,0,0,0,0,0,1,0
kelunakan,0,0,0,0,0,0,0,1,0
melunasi,0,0,1,0,0,0,0,0,0
lunasan,0,0,0,0,0,0,0,0,0
lunau,0,0,0,0,0,0,0,0,0
pelunauan,0,0,0,0,0,0,0,1,0
luncai,0,0,0,0,0,0,1,0,0
luncas,0,0,1,0,0,0,0,0,0
luncung,0,0,0,0,0,0,1,0,0
