word,kata_keterangan,preposisi,kata_kerja,interjeksi,kata_ganti,konjungsi,kata_sifat,kata_benda,kata_bilangan
enceran,0,0,0,0,0,0,0,1,0
pengenceran,0,0,0,0,0,0,0,1,0
encik,0,0,0,0,0,0,0,1,0
encim,0,0,0,0,0,0,0,1,0
encit,0,0,0,0,0,0,0,0,0
mengendap,0,0,1,0,0,0,0,0,0
mengendapkan,0,0,1,0,0,0,0,0,0
endapan,0,0,0,0,0,0,0,1,0
pengendapan,0,0,0,0,0,0,0,0,0
mengendap-endap,0,0,1,0,0,0,0,0,0
endasan,0,0,0,0,0,0,0,1,0
endilau,0,0,0,0,0,0,0,1,0
endon,0,0,0,0,0,0,0,0,0
mengendon,0,0,1,0,0,0,0,0,0
endonan,0,0,0,0,0,0,0,1,0
engas,0,0,0,0,0,0,0,0,0
enduk,0,0,0,0,0,0,0,0,0
endul,0,0,0,0,0,0,0,0,0
endus,0,0,0,0,0,0,0,0,0
mengendus,0,0,1,0,0,0,0,0,0
endut-endutan,0,0,0,0,0,0,1,0,0
enek,0,0,0,0,0,0,1,0,0
inti,0,0,0,0,0,0,0,0,0
kinetik,0,0,0,0,0,0,0,0,0
enes,0,0,0,0,0,0,0,0,0
mengenes,0,0,0,0,0,0,1,0,0
engah,0,0,0,0,0,0,0,0,0
terengah-engah,0,0,1,0,0,0,0,0,0
engap-engap,0,0,0,0,0,0,0,0,0
enggan,1,0,0,0,0,0,0,0,0
enggan-enggan,0,0,0,0,0,0,1,0,0
berenggan-enggan,0,0,0,0,0,0,1,0,0
mengenggankan,0,0,1,0,0,0,0,0,0
keengganan,0,0,0,0,0,0,0,1,0
enggang,0,0,0,0,0,0,0,1,0
enggil,0,0,0,0,0,0,0,0,0
engkah,0,0,0,0,0,0,0,1,0
engkah-engkah,0,0,0,0,0,0,1,0,0
engkau,0,0,0,0,1,0,0,0,0
berengkau,0,0,1,0,0,0,0,0,0
engkoh,0,0,0,0,0,0,0,0,0
engkong,0,0,0,0,0,0,0,0,0
engku,0,0,0,0,0,0,0,1,0
engkuk,0,0,0,0,0,0,0,1,0
enjak,0,0,0,0,0,0,0,0,0
mengenjak,0,0,1,0,0,0,0,0,0
mengenjak-enjak,0,0,1,0,0,0,0,0,0
enjelai,0,0,0,0,0,0,0,1,0
enjut,0,0,0,0,0,0,0,0,0
mengenjut,0,0,1,0,0,0,0,0,0
enom,0,0,0,0,0,0,0,0,0
ensefalitis,0,0,0,0,0,0,0,1,0
entah,1,0,0,0,0,0,0,0,0
entak,0,0,0,0,0,0,0,0,0
mengentak,0,0,1,0,0,0,0,0,0
mengentak-entakkan,0,0,1,0,0,0,0,0,0
pengentak,0,0,0,0,0,0,0,1,0
entar,0,0,0,0,0,0,0,0,0
entas,0,0,1,0,0,0,0,0,0
mengentas,0,0,1,0,0,0,0,0,0
mengentaskan,0,0,1,0,0,0,0,0,0
terentas,0,0,1,0,0,0,0,0,0
terentaskan,0,0,1,0,0,0,0,0,0
pengentasan,0,0,0,0,0,0,0,1,0
entong,0,0,0,0,0,0,0,1,0
enyah,0,0,1,0,0,0,0,0,0
mengenyahkan,0,0,1,0,0,0,0,0,0
enyak,0,0,0,0,0,0,0,0,0
mengenyak,0,0,1,0,0,0,0,0,0
terperenyak,0,0,1,0,0,0,0,0,0
mengepakkan,0,0,1,0,0,0,0,0,0
pengepak,0,0,0,0,0,0,0,1,0
pengepakan,0,0,0,0,0,0,0,1,0
-er-,0,0,0,0,0,0,0,0,0
erak,0,0,0,0,0,0,0,0,0
mengerami,0,0,1,0,0,0,0,0,0
mengeramkan,0,0,1,0,0,0,0,0,0
mengerang,0,0,1,0,0,0,0,0,0
erang,0,0,0,0,0,0,0,1,0
erangan,0,0,0,0,0,0,0,1,0
mengeratkan,0,0,1,0,0,0,0,0,0
bererotan,0,0,1,0,0,0,0,0,0
mengereng,0,0,1,0,0,0,0,0,0
terereng,0,0,0,0,0,0,1,0,0
erg,0,0,0,0,0,0,0,0,0
ering,0,0,0,0,0,0,0,1,0
erotan,0,0,0,0,0,0,0,0,0
erti,0,0,0,0,0,0,0,1,0
mengerti,0,0,1,0,0,0,0,0,0
mengertikan,0,0,1,0,0,0,0,0,0
pengertian,0,0,0,0,0,0,0,1,0
eru,0,0,0,0,0,0,0,1,0
esa,0,0,0,0,0,0,0,0,1
beresa-esaan,0,0,1,0,0,0,0,0,0
keesaan,0,0,0,0,0,0,0,1,0
teresak,0,0,1,0,0,0,0,0,0
teresak-esak,0,0,1,0,0,0,0,0,0
mengesokkan,0,0,1,0,0,0,0,0,0
keesokan,0,0,0,0,0,0,0,1,0
mengesot-esot,0,0,1,0,0,0,0,0,0
pengetsaan,0,0,0,0,0,0,0,1,0
europium,0,0,0,0,0,0,0,0,0
eusinantropus,0,0,0,0,0,0,1,0,0
mengevakuasi,0,0,1,0,0,0,0,0,0
mengevaluasi,0,0,1,0,0,0,0,0,0
keevolusian,0,0,0,0,0,0,0,1,0
berevolusi,0,0,1,0,0,0,0,0,0
fa,0,0,0,0,0,0,0,1,0
faal,0,0,0,0,0,0,0,1,0
memfaalkan,0,0,1,0,0,0,0,0,0
faali,0,0,0,0,0,0,1,0,0
fabel,0,0,0,0,0,0,0,0,0
fabula,0,0,0,0,0,0,0,0,0
faden,0,0,0,0,0,0,0,0,0
fadihat,0,0,0,0,0,0,0,0,0
memfadihatkan,0,0,1,0,0,0,0,0,0
fadil,0,0,0,0,0,0,0,0,0
fadilat,0,0,0,0,0,0,0,0,0
fafa,0,0,0,0,0,0,0,0,0
fagosit,0,0,0,0,0,0,0,0,0
fagositosis,0,0,0,0,0,0,0,1,0
fagot,0,0,0,0,0,0,0,1,0
fahsya,0,0,0,0,0,0,0,0,0
fail,0,0,0,0,0,0,0,1,0
famili,0,0,0,0,0,0,0,1,0
familia,0,0,0,0,0,0,0,1,0
fajar,0,0,0,0,0,0,0,1,0
fakih,0,0,0,0,0,0,0,0,0
fakir,0,0,0,0,0,0,0,1,0
faks,0,0,0,0,0,0,0,0,0
faksi,0,0,0,0,0,0,0,0,0
fakta,0,0,0,0,0,0,0,1,0
faktif,0,0,0,0,0,0,0,0,0
faktitius,0,0,0,0,0,0,0,1,0
faktor,0,0,0,0,0,0,0,1,0
faktual,0,0,0,0,0,0,1,0,0
faktur,0,0,0,0,0,0,0,0,0
fakultas,0,0,0,0,0,0,0,1,0
fakultatif,0,0,0,0,0,0,1,0,0
falah,0,0,0,0,0,0,0,0,0
falaj,0,0,0,0,0,0,0,0,0
falak,0,0,0,0,0,0,0,1,0
falakiah,0,0,0,0,0,0,0,1,0
falsafah,0,0,0,0,0,0,0,1,0
berfalsafah,0,0,1,0,0,0,0,0,0
falsafi,0,0,0,0,0,0,1,0,0
familisme,0,0,0,0,0,0,0,1,0
fana,0,0,0,0,0,0,1,0,0
memfanakan,0,0,1,0,0,0,0,0,0
kefanaan,0,0,0,0,0,0,0,1,0
fanatik,0,0,0,0,0,0,1,0,0
memfanatiki,0,0,1,0,0,0,0,0,0
kefanatikan,0,0,0,0,0,0,0,1,0
fanatisme,0,0,0,0,0,0,0,1,0
fanfare,0,0,0,0,0,0,0,1,0
fani,0,0,0,0,0,0,1,0,0
fantasi,0,0,0,0,0,0,0,1,0
memfantasikan,0,0,1,0,0,0,0,0,0
fantastis,0,0,0,0,0,0,1,0,0
fantom,0,0,0,0,0,0,0,1,0
farad,0,0,0,0,0,0,0,0,0
faraid,0,0,0,0,0,0,0,0,0
farak,0,0,0,0,0,0,0,0,0
fardu,0,0,0,0,0,0,0,0,0
farik,0,0,0,0,0,0,0,0,0
faring,0,0,0,0,0,0,0,0,0
faringal,0,0,0,0,0,0,0,0,0
faringalisasi,0,0,0,0,0,0,0,1,0
faringitis,0,0,0,0,0,0,0,0,0
farisi,0,0,0,0,0,0,0,1,0
farji,0,0,0,0,0,0,0,0,0
farmakodinamika,0,0,0,0,0,0,0,1,0
farmakolog,0,0,0,0,0,0,0,1,0
farmakologi,0,0,0,0,0,0,0,1,0
farmakologis,0,0,0,0,0,0,1,0,0
farmakoseutika,0,0,0,0,0,0,0,1,0
farmasi,0,0,0,0,0,0,0,1,0
kefarmasian,0,0,0,0,0,0,0,1,0
farsakh,0,0,0,0,0,0,0,0,0
fasad,0,0,0,0,0,0,0,0,0
fasakh,0,0,0,0,0,0,0,0,0
memfasakh,0,0,1,0,0,0,0,0,0
faunistik,0,0,0,0,0,0,1,0,0
fase,0,0,0,0,0,0,0,1,0
antarglasial,0,0,0,0,0,0,0,0,0
fasia,0,0,0,0,0,0,0,0,0
fasid,0,0,0,0,0,0,0,0,0
fasih,0,0,0,0,0,0,1,0,0
memperfasih,0,0,1,0,0,0,0,0,0
kefasihan,0,0,0,0,0,0,0,1,0
fasihat,0,0,0,0,0,0,0,0,0
fasik,0,0,0,0,0,0,0,0,0
kefasikan,0,0,0,0,0,0,0,1,0
fasilitas,0,0,0,0,0,0,0,1,0
fasilitator,0,0,0,0,0,0,0,1,0
fasis,0,0,0,0,0,0,0,1,0
fasisme,0,0,0,0,0,0,0,1,0
fatah,0,0,0,0,0,0,0,0,0
fatal,0,0,0,0,0,0,1,0,0
fatala,0,0,0,0,0,0,1,0,0
fatalis,0,0,0,0,0,0,0,1,0
fatalisme,0,0,0,0,0,0,0,1,0
fatalitas,0,0,0,0,0,0,0,1,0
fatamorgana,0,0,0,0,0,0,0,1,0
fatanah,0,0,0,0,0,0,1,0,0
fatihah,0,0,0,0,0,0,0,0,0
fatir,0,0,0,0,0,0,0,1,0
fatom,0,0,0,0,0,0,0,0,0
fatri,0,0,0,0,0,0,0,0,0
fatsun,0,0,0,0,0,0,0,0,0
fatur,0,0,0,0,0,0,0,0,0
fatwa,0,0,0,0,0,0,0,1,0
berfatwa,0,0,1,0,0,0,0,0,0
memfatwakan,0,0,1,0,0,0,0,0,0
favorit,0,0,0,0,0,0,0,1,0
favoritisme,0,0,0,0,0,0,0,1,0
feritin,0,0,0,0,0,0,0,0,0
fi,0,0,0,0,0,0,0,1,0
fiasko,0,0,0,0,0,0,0,1,0
fiat,0,0,0,0,0,0,0,1,0
memfiat,0,0,1,0,0,0,0,0,0
fiber,0,0,0,0,0,0,0,1,0
fibrasi,0,0,0,0,0,0,0,1,0
fibriblas,0,0,0,0,0,0,0,0,0
fibril,0,0,0,0,0,0,0,1,0
fibrilasi,0,0,0,0,0,0,0,1,0
fibrin,0,0,0,0,0,0,0,1,0
fibrokistik,0,0,0,0,0,0,0,0,0
fidah,0,0,0,0,0,0,0,0,0
fider,0,0,0,0,0,0,0,0,0
fidiah,0,0,0,0,0,0,0,0,0
fidusia,0,0,0,0,0,0,0,1,0
figur,0,0,0,0,0,0,0,1,0
figuran,0,0,0,0,0,0,0,1,0
figuratif,0,0,0,0,0,0,1,0,0
fiil,0,0,0,0,0,0,0,0,0
fikih,0,0,0,0,0,0,0,0,0
fikli,0,0,0,0,0,0,1,0,0
fikologi,0,0,0,0,0,0,0,1,0
fikrah,0,0,0,0,0,0,0,0,0
fiksasi,0,0,0,0,0,0,0,1,0
fiksi,0,0,0,0,0,0,0,1,0
fiktif,0,0,0,0,0,0,1,0,0
fikus,0,0,0,0,0,0,0,1,0
filantrop,0,0,0,0,0,0,0,1,0
filantropi,0,0,0,0,0,0,0,1,0
filantropis,0,0,0,0,0,0,1,0,0
filaria,0,0,0,0,0,0,0,1,0
filariasis,0,0,0,0,0,0,0,0,0
filharmoni,0,0,0,0,0,0,0,1,0
filial,0,0,0,0,0,0,0,1,0
film,0,0,0,0,0,0,0,1,0
perfilman,0,0,0,0,0,0,0,1,0
filmis,0,0,0,0,0,0,1,0,0
filo,0,0,0,0,0,0,0,0,0
filolog,0,0,0,0,0,0,0,1,0
filologi,0,0,0,0,0,0,0,0,0
filologis,0,0,0,0,0,0,1,0,0
filopur,0,0,0,0,0,0,0,1,0
filsafat,0,0,0,0,0,0,0,1,0
filsuf,0,0,0,0,0,0,0,1,0
filter,0,0,0,0,0,0,0,1,0
memfilter,0,0,1,0,0,0,0,0,0
optik,0,0,0,0,0,0,0,0,0
filtrasi,0,0,0,0,0,0,0,1,0
filtrat,0,0,0,0,0,0,0,1,0
filum,0,0,0,0,0,0,0,1,0
fimbria,0,0,0,0,0,0,0,1,0
final,0,0,0,0,0,0,0,1,0
finansial,0,0,0,0,0,0,1,0,0
finir,0,0,0,0,0,0,0,1,0
finis,0,0,0,0,0,0,0,1,0
fiolaks,0,0,0,0,0,0,0,0,0
firajullah,0,0,0,0,0,0,0,1,0
firasat,0,0,0,0,0,0,0,1,0
firauniah,0,0,0,0,0,0,1,0,0
firdaus,0,0,0,0,0,0,0,1,0
firdausi,0,0,0,0,0,0,1,0,0
firkah,0,0,0,0,0,0,0,1,0
firma,0,0,0,0,0,0,0,1,0
firman,0,0,0,0,0,0,0,1,0
berfirman,0,0,1,0,0,0,0,0,0
difirmankan,0,0,1,0,0,0,0,0,0
firn,0,0,0,0,0,0,0,0,0
fisi,0,0,0,0,0,0,0,1,0
fisibel,0,0,0,0,0,0,1,0,0
fisibilitas,0,0,0,0,0,0,0,1,0
fisika,0,0,0,0,0,0,0,1,0
fisikawan,0,0,0,0,0,0,0,1,0
fisiognomi,0,0,0,0,0,0,0,1,0
fisiognomis,0,0,0,0,0,0,1,0,0
fisiologi,0,0,0,0,0,0,0,1,0
fisiologis,0,0,0,0,0,0,1,0,0
fisis,0,0,0,0,0,0,1,0,0
fiskal,0,0,0,0,0,0,1,0,0
fit,0,0,0,0,0,0,1,0,0
fiting,0,0,0,0,0,0,0,1,0
fitnah,0,0,0,0,0,0,0,1,0
memfitnah,0,0,1,0,0,0,0,0,0
fitofag,0,0,0,0,0,0,0,0,0
fitokimia,0,0,0,0,0,0,0,0,0
fitologi,0,0,0,0,0,0,0,1,0
fiton,0,0,0,0,0,0,0,0,0
fitopatologi,0,0,0,0,0,0,0,1,0
fitosanitasi,0,0,0,0,0,0,0,0,0
fitososiologi,0,0,0,0,0,0,0,0,0
fitostrot,0,0,0,0,0,0,0,0,0
fitotoksin,0,0,0,0,0,0,0,1,0
fitotoksoid,0,0,0,0,0,0,0,1,0
fitotopografi,0,0,0,0,0,0,0,0,0
fitotron,0,0,0,0,0,0,0,0,0
fitrah,0,0,0,0,0,0,0,1,0
berfitrah,0,0,1,0,0,0,0,0,0
memfitrahkan,0,0,1,0,0,0,0,0,0
fitri,0,0,0,0,0,0,0,0,0
flakon,0,0,0,0,0,0,0,1,0
flamboyan,0,0,0,0,0,0,0,1,0
flamingo,0,0,0,0,0,0,0,0,0
flat,0,0,0,0,0,0,0,1,0
flip-plop,0,0,0,0,0,0,0,0,0
flis,0,0,0,0,0,0,0,0,0
flop,0,0,0,0,0,0,0,0,0
flotasi,0,0,0,0,0,0,0,1,0
flu,0,0,0,0,0,0,0,1,0
fluida,0,0,0,0,0,0,0,1,0
fluks,0,0,0,0,0,0,0,1,0
fluktuasi,0,0,0,0,0,0,0,1,0
fluktuatif,0,0,0,0,0,0,1,0,0
fluorin,0,0,0,0,0,0,0,0,0
fluorit,0,0,0,0,0,0,0,0,0
fobia,0,0,0,0,0,0,0,1,0
fokstrot,0,0,0,0,0,0,0,1,0
fokus,0,0,0,0,0,0,0,1,0
memfokus,0,0,1,0,0,0,0,0,0
memfokuskan,0,0,1,0,0,0,0,0,0
pemfokusan,0,0,0,0,0,0,0,1,0
terfokus,0,0,1,0,0,0,0,0,0
folder,0,0,0,0,0,0,0,1,0
foli,0,0,0,0,0,0,0,1,0
folikel,0,0,0,0,0,0,0,1,0
folio,0,0,0,0,0,0,0,1,0
folklor,0,0,0,0,0,0,0,1,0
folksong,0,0,0,0,0,0,0,0,0
fon,0,0,0,0,0,0,0,0,0
fonasi,0,0,0,0,0,0,0,0,0
fondasi,0,0,0,0,0,0,0,1,0
fonik,0,0,0,0,0,0,0,1,0
fonis,0,0,0,0,0,0,0,0,0
fonograf,0,0,0,0,0,0,0,1,0
fonografi,0,0,0,0,0,0,0,1,0
fonologi,0,0,0,0,0,0,0,1,0
fonologis,0,0,0,0,0,0,0,0,0
fonon,0,0,0,0,0,0,0,0,0
fonotaktik,0,0,0,0,0,0,0,0,0
fonotipi,0,0,0,0,0,0,0,0,0
formal,0,0,0,0,0,0,1,0,0
formalin,0,0,0,0,0,0,0,1,0
formalistis,0,0,0,0,0,0,1,0,0
formalitas,0,0,0,0,0,0,0,1,0
forman,0,0,0,0,0,0,0,0,0
formasi,0,0,0,0,0,0,0,1,0
format,0,0,0,0,0,0,0,1,0
formatif,0,0,0,0,0,0,0,0,0
formatur,0,0,0,0,0,0,0,1,0
formika,0,0,0,0,0,0,0,1,0
formula,0,0,0,0,0,0,0,1,0
formulasi,0,0,0,0,0,0,0,1,0
memformulasikan,0,0,1,0,0,0,0,0,0
formulator,0,0,0,0,0,0,0,1,0
formulir,0,0,0,0,0,0,0,1,0
fornikasi,0,0,0,0,0,0,0,1,0
forsir,0,0,0,0,0,0,0,0,0
memforsir,0,0,1,0,0,0,0,0,0
fortifikasi,0,0,0,0,0,0,0,1,0
forum,0,0,0,0,0,0,0,1,0
fosfat,0,0,0,0,0,0,0,0,0
fosfina,0,0,0,0,0,0,0,0,0
fosfit,0,0,0,0,0,0,0,0,0
fosfor,0,0,0,0,0,0,0,0,0
fosforilase,0,0,0,0,0,0,0,0,0
fosforus,0,0,0,0,0,0,0,0,0
fosil,0,0,0,0,0,0,0,1,0
memfosil,0,0,1,0,0,0,0,0,0
pemfosilan,0,0,0,0,0,0,0,1,0
foto,0,0,0,0,0,0,0,1,0
berfoto,0,0,1,0,0,0,0,0,0
fotodiode,0,0,0,0,0,0,0,0,0
fotograf,0,0,0,0,0,0,0,1,0
fotografer,0,0,0,0,0,0,0,1,0
fotografi,0,0,0,0,0,0,0,1,0
forensik,0,0,0,0,0,0,0,0,0
reproduksi,0,0,0,0,0,0,0,0,0
fotografis,0,0,0,0,0,0,1,0,0
fotogravur,0,0,0,0,0,0,0,1,0
fotokimia,0,0,0,0,0,0,0,0,0
fotokonduksi,0,0,0,0,0,0,0,0,0
fotokonduktivitas,0,0,0,0,0,0,0,0,0
fotokonduktor,0,0,0,0,0,0,0,0,0
fotokopi,0,0,0,0,0,0,0,1,0
memfotokopi,0,0,1,0,0,0,0,0,0
fotokromi,0,0,0,0,0,0,0,1,0
fotokromik,0,0,0,0,0,0,1,0,0
fotolisis,0,0,0,0,0,0,0,1,0
fotolitografi,0,0,0,0,0,0,0,1,0
fotomikrografi,0,0,0,0,0,0,0,1,0
foton,0,0,0,0,0,0,0,1,0
fotostat,0,0,0,0,0,0,0,1,0
fototaksis,0,0,0,0,0,0,0,1,0
fototropis,0,0,0,0,0,0,1,0,0
gabir,0,0,0,0,0,0,0,0,0
fraksi,0,0,0,0,0,0,0,1,0
fraksinasi,0,0,0,0,0,0,0,1,0
fraktur,0,0,0,0,0,0,0,1,0
fraktus,0,0,0,0,0,0,0,0,0
frambusia,0,0,0,0,0,0,0,1,0
fransium,0,0,0,0,0,0,0,0,0
frasa,0,0,0,0,0,0,0,0,0
frater,0,0,0,0,0,0,0,1,0
fraternitas,0,0,0,0,0,0,0,1,0
frib,0,0,0,0,0,0,0,0,0
frigid,0,0,0,0,0,0,1,0,0
frigorigraf,0,0,0,0,0,0,0,0,0
frikatif,0,0,0,0,0,0,0,0,0
friksi,0,0,0,0,0,0,0,1,0
fron,0,0,0,0,0,0,0,0,0
front,0,0,0,0,0,0,0,1,0
fruktosa,0,0,0,0,0,0,0,0,0
frustrasi,0,0,0,0,0,0,0,1,0
kefrustrasian,0,0,0,0,0,0,0,1,0
fuad,0,0,0,0,0,0,0,0,0
fugasitas,0,0,0,0,0,0,0,0,0
fujur,0,0,0,0,0,0,0,0,0
fukaha,0,0,0,0,0,0,0,0,0
fukara,0,0,0,0,0,0,0,0,0
fuksina,0,0,0,0,0,0,0,0,0
fulgurit,0,0,0,0,0,0,0,0,0
fuli,0,0,0,0,0,0,0,1,0
fulminat,0,0,0,0,0,0,0,0,0
fulus,0,0,0,0,0,0,0,0,0
fumarol,0,0,0,0,0,0,0,0,0
fumigan,0,0,0,0,0,0,0,0,0
fumigasi,0,0,0,0,0,0,0,0,0
fumigator,0,0,0,0,0,0,0,1,0
fungi,0,0,0,0,0,0,0,0,0
fungibel,0,0,0,0,0,0,1,0,0
fungisida,0,0,0,0,0,0,0,0,0
fungistatik,0,0,0,0,0,0,0,0,0
fungoid,0,0,0,0,0,0,0,0,0
fungsi,0,0,0,0,0,0,0,1,0
ekspresif,0,0,0,0,0,0,0,0,0
fatis,0,0,0,0,0,0,0,0,0
kognitif,0,0,0,0,0,0,0,0,0
komunikatif,0,0,0,0,0,0,0,0,0
sosial,0,0,0,0,0,0,0,0,0
berfungsi,0,0,1,0,0,0,0,0,0
fungsional,0,0,0,0,0,0,1,0,0
fungsionalisasi,0,0,0,0,0,0,0,1,0
fungsionalisme,0,0,0,0,0,0,0,1,0
fungsionalitas,0,0,0,0,0,0,0,1,0
fungsionaris,0,0,0,0,0,0,0,1,0
fungus,0,0,0,0,0,0,0,1,0
furfural,0,0,0,0,0,0,0,0,0
furnitur,0,0,0,0,0,0,0,1,0
furqan,0,0,0,0,0,0,0,0,0
furuk,0,0,0,0,0,0,0,0,0
fusi,0,0,0,0,0,0,0,1,0
memfusikan,0,0,1,0,0,0,0,0,0
fusta,0,0,0,0,0,0,0,0,0
fusuk,0,0,0,0,0,0,0,1,0
futur,0,0,0,0,0,0,0,0,0
futurisme,0,0,0,0,0,0,0,1,0
futuristik,0,0,0,0,0,0,1,0,0
futuristis,0,0,0,0,0,0,1,0,0
futurolog,0,0,0,0,0,0,0,1,0
futurologi,0,0,0,0,0,0,0,1,0
futurologis,0,0,0,0,0,0,1,0,0
fyord,0,0,0,0,0,0,0,0,0
gaba-gaba,0,0,0,0,0,0,0,1,0
gabah,0,0,0,0,0,0,0,0,0
gabai,0,0,0,0,0,0,0,0,0
gabai-gabai,0,0,0,0,0,0,0,1,0
menggabai,0,0,1,0,0,0,0,0,0
gabak,0,0,0,0,0,0,0,0,0
gabardin,0,0,0,0,0,0,0,1,0
gabas,0,0,0,0,0,0,1,0,0
tergabas,0,0,0,0,0,0,1,0,0
menggabas,0,0,1,0,0,0,0,0,0
gabro,0,0,0,0,0,0,0,0,0
gabruk,0,0,0,0,0,0,0,1,0
menggabrukkan,0,0,1,0,0,0,0,0,0
gabuk,0,0,0,0,0,0,1,0,0
bergabung,0,0,1,0,0,0,0,0,0
menggabung,0,0,1,0,0,0,0,0,0
menggabungkan,0,0,1,0,0,0,0,0,0
pergabungan,0,0,0,0,0,0,0,1,0
penggabungan,0,0,0,0,0,0,0,1,0
segabung,0,0,0,0,0,0,0,0,0
gabus,0,0,0,0,0,0,0,1,0
menggabus,0,0,1,0,0,0,0,0,0
penggabus,0,0,0,0,0,0,0,1,0
gaco,0,0,0,0,0,0,0,1,0
gacok,0,0,0,0,0,0,0,0,0
menggacok,0,0,1,0,0,0,0,0,0
gacong,0,0,0,0,0,0,0,0,0
gada,0,0,0,0,0,0,0,1,0
menggada,0,0,1,0,0,0,0,0,0
penggada,0,0,0,0,0,0,0,1,0
gada-gada,0,0,0,0,0,0,0,0,0
menggadai,0,0,1,0,0,0,0,0,0
menggadaikan,0,0,1,0,0,0,0,0,0
tergadai,0,0,1,0,0,0,0,0,0
gadaian,0,0,0,0,0,0,0,1,0
pegadai,0,0,0,0,0,0,0,1,0
pegadaian,0,0,0,0,0,0,0,1,0
penggadai,0,0,0,0,0,0,0,1,0
penggadaian,0,0,0,0,0,0,0,1,0
gadamala,0,0,0,0,0,0,0,0,0
gadang,0,0,0,0,0,0,0,0,0
menggadang,0,0,1,0,0,0,0,0,0
bergadang,0,0,1,0,0,0,0,0,0
gading,0,0,0,0,0,0,0,1,0
menggading,0,0,1,0,0,0,0,0,0
gahara,0,0,0,0,0,0,0,0,0
gading-gading,0,0,0,0,0,0,0,0,0
gadis,0,0,0,0,0,0,0,1,0
kegadisan,0,0,0,0,0,0,0,1,0
gado,0,0,0,0,0,0,0,0,0
menggado,0,0,1,0,0,0,0,0,0
gado-gado,0,0,0,0,0,0,0,1,0
gadolinit,0,0,0,0,0,0,0,0,0
gadolinium,0,0,0,0,0,0,0,0,0
gadon,0,0,0,0,0,0,0,1,0
gaduh,0,0,0,0,0,0,1,0,0
bergaduh,0,0,1,0,0,0,0,0,0
penggaduhan,0,0,0,0,0,0,0,1,0
kegaduhan,0,0,0,0,0,0,0,1,0
menggaduh,0,0,1,0,0,0,0,0,0
menggaduhkan,0,0,1,0,0,0,0,0,0
penggaduh,0,0,0,0,0,0,0,1,0
gaduk,0,0,0,0,0,0,0,0,0
bergaduk,0,0,1,0,0,0,0,0,0
menggaduk,0,0,1,0,0,0,0,0,0
menggaduki,0,0,1,0,0,0,0,0,0
gadung,0,0,0,0,0,0,0,1,0
gadungan,0,0,0,0,0,0,1,0,0
gafar,0,0,0,0,0,0,0,0,0
gahari,0,0,0,0,0,0,0,0,0
gaflah,0,0,0,0,0,0,0,0,0
gaflat,0,0,0,0,0,0,0,0,0
gaftar,0,0,0,0,0,0,0,0,0
gafur,0,0,0,0,0,0,0,0,0
gaga,0,0,0,0,0,0,0,1,0
rancah,0,0,0,0,0,0,0,0,0
gagah,0,0,0,0,0,0,1,0,0
menggagahi,0,0,1,0,0,0,0,0,0
menggagahkan,0,0,1,0,0,0,0,0,0
gagai,0,0,0,0,0,0,0,0,0
menggagai,0,0,1,0,0,0,0,0,0
gagak,0,0,0,0,0,0,0,1,0
gagal,0,0,1,0,0,0,0,0,0
penggagal,0,0,0,0,0,0,0,1,0
kegagalan,0,0,0,0,0,0,0,1,0
gagang,0,0,0,0,0,0,0,1,0
gagap,0,0,0,0,0,0,0,1,0
bergagap-gagap,0,0,1,0,0,0,0,0,0
tergagap-gagap,0,0,1,0,0,0,0,0,0
menggagap,0,0,1,0,0,0,0,0,0
gagas,0,0,0,0,0,0,0,0,0
menggagas,0,0,1,0,0,0,0,0,0
gagasan,0,0,0,0,0,0,0,1,0
gagau,0,0,0,0,0,0,0,0,0
menggagau,0,0,1,0,0,0,0,0,0
tergagau-gagau,0,0,1,0,0,0,0,0,0
bergagau-gagau,0,0,1,0,0,0,0,0,0
tergagau,0,0,1,0,0,0,0,0,0
gagu,0,0,0,0,0,0,1,0,0
gaguk,0,0,0,0,0,0,0,0,0
tergaguk-gaguk,0,0,0,0,0,0,1,0,0
gah,0,0,0,0,0,0,0,0,0
gaham,0,0,0,0,0,0,0,0,0
menggaham,0,0,1,0,0,0,0,0,0
gahar,0,0,0,0,0,0,0,0,0
menggahar,0,0,1,0,0,0,0,0,0
gaharu,0,0,0,0,0,0,0,1,0
gai,0,0,0,0,0,0,0,0,0
gaib,0,0,1,0,0,0,0,0,0
kegaiban,0,0,0,0,0,0,0,1,0
gail,0,0,0,0,0,0,0,0,0
gail-gail,0,0,1,0,0,0,0,0,0
gain,0,0,0,0,0,0,0,1,0
gaing,0,0,0,0,0,0,0,0,0
gairah,0,0,0,0,0,0,0,1,0
bergairah,0,0,1,0,0,0,0,0,0
menggairahkan,0,0,1,0,0,0,0,0,0
kegairahan,0,0,0,0,0,0,0,1,0
penggait,0,0,0,0,0,0,0,1,0
gajah,0,0,0,0,0,0,0,1,0
gajak,0,0,0,0,0,0,0,1,0
gajih,0,0,0,0,0,0,0,0,0
gajul,0,0,0,0,0,0,0,0,0
gajus,0,0,0,0,0,0,0,1,0
gakang,0,0,0,0,0,0,0,1,0
gakari,0,0,0,0,0,0,0,1,0
gala,0,0,0,0,0,0,0,1,0
bergala,0,0,1,0,0,0,0,0,0
galaba(h),0,0,0,0,0,0,1,0,0
gala-gala,0,0,0,0,0,0,0,1,0
